
                            < M A T L A B (R) >
                  Copyright 1984-2022 The MathWorks, Inc.
             R2022a Update 5 (9.12.0.2039608) 64-bit (glnxa64)
                              August 12, 2022

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> This is Threenonlinear network , ini learningRate = 1.000000e-02  , DropPeriod = 8 , DropFactor = 0.500000 
>> Hidden Units = 60 , v1 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >>  1 looptimes , 1 training times , load amp = 0.640580 , bias = 7.700000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.640580 , bias = 1.300000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.640580 , bias = 5.300000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.640580 , bias = 3.700000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.640580 , bias = 3.300000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.640580 , bias = 9.000000e-02 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.640580 , bias = 6.500000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.640580 , bias = 7.300000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.640580 , bias = 6.100000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.640580 , bias = 8.500000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 5.000000e-02 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 1.700000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 2.100000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 2.500000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 2.900000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 4.100000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 4.500000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 4.900000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 5.700000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 6.900000e-01 , 
 load begin = 1 , load end = 30 
 1 looptimes , 1 training times , load amp = 0.800300 , bias = 8.100000e-01 , 
 load begin = 1 , load end = 30 
Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|       3 |        1150 |       00:00:32 |         0.10 |              |       0.0045 |              |          0.0100 |
|       3 |        1166 |       00:00:33 |         0.11 |         0.05 |       0.0058 |       0.0013 |          0.0100 |
|       3 |        1200 |       00:00:33 |         0.10 |              |       0.0045 |              |          0.0100 |
|       3 |        1250 |       00:00:35 |         0.11 |              |       0.0063 |              |          0.0100 |
|       3 |        1272 |       00:00:35 |         0.08 |         0.04 |       0.0035 |       0.0009 |          0.0100 |
|       4 |        1300 |       00:00:36 |         0.09 |              |       0.0042 |              |          0.0100 |
|       4 |        1350 |       00:00:37 |         0.11 |              |       0.0065 |              |          0.0100 |
|       4 |        1378 |       00:00:38 |         0.09 |         0.04 |       0.0037 |       0.0009 |          0.0100 |
|       4 |        1400 |       00:00:39 |         0.09 |              |       0.0041 |              |          0.0100 |
|       4 |        1450 |       00:00:40 |         0.09 |              |       0.0042 |              |          0.0100 |
|       4 |        1484 |       00:00:41 |         0.10 |         0.05 |       0.0053 |       0.0012 |          0.0100 |
|       4 |        1500 |       00:00:41 |         0.09 |              |       0.0045 |              |          0.0100 |
|       4 |        1550 |       00:00:42 |         0.08 |              |       0.0032 |              |          0.0100 |
|       4 |        1590 |       00:00:43 |         0.09 |         0.04 |       0.0045 |       0.0008 |          0.0100 |
|       4 |        1600 |       00:00:44 |         0.09 |              |       0.0037 |              |          0.0100 |
|       4 |        1650 |       00:00:45 |         0.09 |              |       0.0043 |              |          0.0100 |
|       4 |        1696 |       00:00:46 |         0.09 |         0.05 |       0.0040 |       0.0014 |          0.0100 |
|       4 |        1700 |       00:00:46 |         0.08 |              |       0.0034 |              |          0.0100 |
|       5 |        1750 |       00:00:48 |         0.09 |              |       0.0043 |              |          0.0100 |
|       5 |        1800 |       00:00:49 |         0.08 |              |       0.0033 |              |          0.0100 |
|       5 |        1802 |       00:00:49 |         0.09 |         0.05 |       0.0039 |       0.0012 |          0.0100 |
|       5 |        1850 |       00:00:50 |         0.10 |              |       0.0046 |              |          0.0100 |
|       5 |        1900 |       00:00:51 |         0.09 |              |       0.0045 |              |          0.0100 |
|       5 |        1908 |       00:00:52 |         0.09 |         0.07 |       0.0039 |       0.0022 |          0.0100 |
|       5 |        1950 |       00:00:53 |         0.10 |              |       0.0046 |              |          0.0100 |
|       5 |        2000 |       00:00:54 |         0.09 |              |       0.0042 |              |          0.0100 |
|       5 |        2014 |       00:00:54 |         0.10 |         0.04 |       0.0055 |       0.0009 |          0.0100 |
|       5 |        2050 |       00:00:55 |         0.09 |              |       0.0042 |              |          0.0100 |
|       5 |        2100 |       00:00:57 |         0.08 |              |       0.0036 |              |          0.0100 |
|       5 |        2120 |       00:00:57 |         0.08 |         0.05 |       0.0030 |       0.0011 |          0.0100 |
|       6 |        2150 |       00:00:58 |         0.11 |              |       0.0061 |              |          0.0100 |
|       6 |        2200 |       00:00:59 |         0.09 |              |       0.0040 |              |          0.0100 |
|       6 |        2226 |       00:01:00 |         0.09 |         0.04 |       0.0038 |       0.0010 |          0.0100 |
|       6 |        2250 |       00:01:00 |         0.09 |              |       0.0037 |              |          0.0100 |
|       6 |        2300 |       00:01:02 |         0.11 |              |       0.0056 |              |          0.0100 |
|       6 |        2332 |       00:01:03 |         0.08 |         0.04 |       0.0035 |       0.0007 |          0.0100 |
|       6 |        2350 |       00:01:03 |         0.08 |              |       0.0032 |              |          0.0100 |
|       6 |        2400 |       00:01:04 |         0.10 |              |       0.0049 |              |          0.0100 |
|       6 |        2438 |       00:01:05 |         0.09 |         0.04 |       0.0040 |       0.0007 |          0.0100 |
|       6 |        2450 |       00:01:06 |         0.08 |              |       0.0032 |              |          0.0100 |
|       6 |        2500 |       00:01:07 |         0.11 |              |       0.0066 |              |          0.0100 |
|       6 |        2544 |       00:01:08 |         0.09 |         0.05 |       0.0039 |       0.0012 |          0.0100 |
|       6 |        2550 |       00:01:08 |         0.10 |              |       0.0053 |              |          0.0100 |
|       7 |        2600 |       00:01:09 |         0.08 |              |       0.0035 |              |          0.0100 |
|       7 |        2650 |       00:01:11 |         0.09 |         0.04 |       0.0041 |       0.0007 |          0.0100 |
|       7 |        2700 |       00:01:12 |         0.10 |              |       0.0050 |              |          0.0100 |
|       7 |        2750 |       00:01:13 |         0.09 |              |       0.0038 |              |          0.0100 |
|       7 |        2756 |       00:01:13 |         0.09 |         0.05 |       0.0041 |       0.0012 |          0.0100 |
|       7 |        2800 |       00:01:15 |         0.10 |              |       0.0045 |              |          0.0100 |
|       7 |        2850 |       00:01:16 |         0.10 |              |       0.0045 |              |          0.0100 |
|       7 |        2862 |       00:01:16 |         0.08 |         0.05 |       0.0033 |       0.0011 |          0.0100 |
|       7 |        2900 |       00:01:17 |         0.11 |              |       0.0063 |              |          0.0100 |
|       7 |        2950 |       00:01:18 |         0.08 |              |       0.0030 |              |          0.0100 |
|       7 |        2968 |       00:01:19 |         0.08 |         0.04 |       0.0031 |       0.0010 |          0.0100 |
|       8 |        3000 |       00:01:20 |         0.08 |              |       0.0036 |              |          0.0100 |
|       8 |        3050 |       00:01:21 |         0.10 |              |       0.0050 |              |          0.0100 |
|       8 |        3074 |       00:01:22 |         0.08 |         0.05 |       0.0035 |       0.0015 |          0.0100 |
|       8 |        3100 |       00:01:22 |         0.09 |              |       0.0043 |              |          0.0100 |
|       8 |        3150 |       00:01:23 |         0.09 |              |       0.0039 |              |          0.0100 |
|       8 |        3180 |       00:01:24 |         0.09 |         0.05 |       0.0038 |       0.0012 |          0.0100 |
|       8 |        3200 |       00:01:25 |         0.09 |              |       0.0040 |              |          0.0100 |
|       8 |        3250 |       00:01:26 |         0.10 |              |       0.0053 |              |          0.0100 |
|       8 |        3286 |       00:01:27 |         0.10 |         0.05 |       0.0046 |       0.0014 |          0.0100 |
|       8 |        3300 |       00:01:27 |         0.08 |              |       0.0034 |              |          0.0100 |
|       8 |        3350 |       00:01:29 |         0.10 |              |       0.0046 |              |          0.0100 |
|       8 |        3392 |       00:01:30 |         0.09 |         0.06 |       0.0037 |       0.0016 |          0.0100 |
|       8 |        3400 |       00:01:30 |         0.08 |              |       0.0030 |              |          0.0100 |
|       9 |        3450 |       00:01:31 |         0.10 |              |       0.0045 |              |          0.0050 |
|       9 |        3498 |       00:01:32 |         0.08 |         0.03 |       0.0034 |       0.0006 |          0.0050 |
|       9 |        3500 |       00:01:32 |         0.09 |              |       0.0041 |              |          0.0050 |
|       9 |        3550 |       00:01:34 |         0.07 |              |       0.0024 |              |          0.0050 |
|       9 |        3600 |       00:01:35 |         0.08 |              |       0.0035 |              |          0.0050 |
|       9 |        3604 |       00:01:35 |         0.08 |         0.03 |       0.0028 |       0.0004 |          0.0050 |
|       9 |        3650 |       00:01:36 |         0.09 |              |       0.0036 |              |          0.0050 |
|       9 |        3700 |       00:01:38 |         0.07 |              |       0.0028 |              |          0.0050 |
|       9 |        3710 |       00:01:38 |         0.08 |         0.05 |       0.0029 |       0.0011 |          0.0050 |
|       9 |        3750 |       00:01:39 |         0.08 |              |       0.0031 |              |          0.0050 |
|       9 |        3800 |       00:01:40 |         0.08 |              |       0.0030 |              |          0.0050 |
|       9 |        3816 |       00:01:40 |         0.10 |         0.03 |       0.0051 |       0.0005 |          0.0050 |
|      10 |        3850 |       00:01:41 |         0.08 |              |       0.0032 |              |          0.0050 |
|      10 |        3900 |       00:01:43 |         0.07 |              |       0.0026 |              |          0.0050 |
|      10 |        3922 |       00:01:43 |         0.07 |         0.06 |       0.0022 |       0.0018 |          0.0050 |
|      10 |        3950 |       00:01:44 |         0.08 |              |       0.0029 |              |          0.0050 |
|      10 |        4000 |       00:01:45 |         0.08 |              |       0.0034 |              |          0.0050 |
|      10 |        4028 |       00:01:46 |         0.08 |         0.06 |       0.0035 |       0.0016 |          0.0050 |
|      10 |        4050 |       00:01:46 |         0.10 |              |       0.0047 |              |          0.0050 |
|      10 |        4100 |       00:01:48 |         0.08 |              |       0.0029 |              |          0.0050 |
|      10 |        4134 |       00:01:49 |         0.10 |         0.04 |       0.0054 |       0.0009 |          0.0050 |
|      10 |        4150 |       00:01:49 |         0.08 |              |       0.0033 |              |          0.0050 |
|      10 |        4200 |       00:01:50 |         0.10 |              |       0.0051 |              |          0.0050 |
|      10 |        4240 |       00:01:51 |         0.09 |         0.04 |       0.0040 |       0.0010 |          0.0050 |
|      10 |        4250 |       00:01:52 |         0.07 |              |       0.0024 |              |          0.0050 |
|      11 |        4300 |       00:01:53 |         0.07 |              |       0.0025 |              |          0.0050 |
|      11 |        4346 |       00:01:54 |         0.10 |         0.04 |       0.0047 |       0.0010 |          0.0050 |
|      11 |        4350 |       00:01:54 |         0.09 |              |       0.0041 |              |          0.0050 |
|      11 |        4400 |       00:01:55 |         0.09 |              |       0.0037 |              |          0.0050 |
|      11 |        4450 |       00:01:57 |         0.09 |              |       0.0042 |              |          0.0050 |
|      11 |        4452 |       00:01:57 |         0.08 |         0.03 |       0.0029 |       0.0005 |          0.0050 |
|      11 |        4500 |       00:01:58 |         0.09 |              |       0.0044 |              |          0.0050 |
|      11 |        4550 |       00:01:59 |         0.07 |              |       0.0026 |              |          0.0050 |
|      11 |        4558 |       00:01:59 |         0.09 |         0.04 |       0.0039 |       0.0007 |          0.0050 |
|      11 |        4600 |       00:02:00 |         0.09 |              |       0.0040 |              |          0.0050 |
|      11 |        4650 |       00:02:02 |         0.07 |              |       0.0027 |              |          0.0050 |
|      11 |        4664 |       00:02:02 |         0.09 |         0.04 |       0.0038 |       0.0007 |          0.0050 |
|      12 |        4700 |       00:02:03 |         0.07 |              |       0.0025 |              |          0.0050 |
|      12 |        4750 |       00:02:04 |         0.07 |              |       0.0025 |              |          0.0050 |
|      12 |        4770 |       00:02:05 |         0.08 |         0.03 |       0.0032 |       0.0005 |          0.0050 |
|      12 |        4800 |       00:02:06 |         0.09 |              |       0.0040 |              |          0.0050 |
|      12 |        4850 |       00:02:07 |         0.07 |              |       0.0027 |              |          0.0050 |
|      12 |        4876 |       00:02:07 |         0.08 |         0.03 |       0.0030 |       0.0005 |          0.0050 |
|      12 |        4900 |       00:02:08 |         0.08 |              |       0.0031 |              |          0.0050 |
|      12 |        4950 |       00:02:09 |         0.08 |              |       0.0032 |              |          0.0050 |
|      12 |        4982 |       00:02:10 |         0.08 |         0.03 |       0.0036 |       0.0004 |          0.0050 |
|      12 |        5000 |       00:02:11 |         0.09 |              |       0.0040 |              |          0.0050 |
|      12 |        5050 |       00:02:12 |         0.07 |              |       0.0022 |              |          0.0050 |
|      12 |        5088 |       00:02:13 |         0.08 |         0.04 |       0.0036 |       0.0009 |          0.0050 |
|      12 |        5100 |       00:02:13 |         0.09 |              |       0.0037 |              |          0.0050 |
|      13 |        5150 |       00:02:15 |         0.08 |              |       0.0036 |              |          0.0050 |
|      13 |        5194 |       00:02:16 |         0.09 |         0.05 |       0.0043 |       0.0010 |          0.0050 |
|      13 |        5200 |       00:02:16 |         0.08 |              |       0.0032 |              |          0.0050 |
|      13 |        5250 |       00:02:17 |         0.08 |              |       0.0035 |              |          0.0050 |
|      13 |        5300 |       00:02:18 |         0.08 |         0.03 |       0.0033 |       0.0005 |          0.0050 |
|      13 |        5350 |       00:02:20 |         0.07 |              |       0.0026 |              |          0.0050 |
|      13 |        5400 |       00:02:21 |         0.07 |              |       0.0027 |              |          0.0050 |
|      13 |        5406 |       00:02:21 |         0.08 |         0.05 |       0.0031 |       0.0012 |          0.0050 |
|      13 |        5450 |       00:02:22 |         0.09 |              |       0.0037 |              |          0.0050 |
|      13 |        5500 |       00:02:23 |         0.08 |              |       0.0029 |              |          0.0050 |
|      13 |        5512 |       00:02:24 |         0.08 |         0.04 |       0.0032 |       0.0007 |          0.0050 |
|      13 |        5550 |       00:02:25 |         0.11 |              |       0.0062 |              |          0.0050 |
|      14 |        5600 |       00:02:26 |         0.08 |              |       0.0035 |              |          0.0050 |
|      14 |        5618 |       00:02:26 |         0.08 |         0.04 |       0.0033 |       0.0010 |          0.0050 |
|      14 |        5650 |       00:02:27 |         0.08 |              |       0.0036 |              |          0.0050 |
|      14 |        5700 |       00:02:28 |         0.08 |              |       0.0029 |              |          0.0050 |
|      14 |        5724 |       00:02:29 |         0.07 |         0.03 |       0.0027 |       0.0006 |          0.0050 |
|      14 |        5750 |       00:02:30 |         0.08 |              |       0.0032 |              |          0.0050 |
|      14 |        5800 |       00:02:31 |         0.08 |              |       0.0035 |              |          0.0050 |
|      14 |        5830 |       00:02:32 |         0.08 |         0.03 |       0.0028 |       0.0006 |          0.0050 |
|      14 |        5850 |       00:02:32 |         0.08 |              |       0.0034 |              |          0.0050 |
|      14 |        5900 |       00:02:33 |         0.09 |              |       0.0037 |              |          0.0050 |
|      14 |        5936 |       00:02:34 |         0.08 |         0.03 |       0.0035 |       0.0005 |          0.0050 |
|      14 |        5950 |       00:02:35 |         0.06 |              |       0.0019 |              |          0.0050 |
|      15 |        6000 |       00:02:36 |         0.09 |              |       0.0042 |              |          0.0050 |
|      15 |        6042 |       00:02:37 |         0.09 |         0.05 |       0.0041 |       0.0011 |          0.0050 |
|      15 |        6050 |       00:02:37 |         0.10 |              |       0.0049 |              |          0.0050 |
|      15 |        6100 |       00:02:39 |         0.06 |              |       0.0019 |              |          0.0050 |
|      15 |        6148 |       00:02:40 |         0.08 |         0.04 |       0.0033 |       0.0007 |          0.0050 |
|      15 |        6150 |       00:02:40 |         0.09 |              |       0.0037 |              |          0.0050 |
|      15 |        6200 |       00:02:41 |         0.09 |              |       0.0041 |              |          0.0050 |
|      15 |        6250 |       00:02:42 |         0.08 |              |       0.0032 |              |          0.0050 |
|      15 |        6254 |       00:02:42 |         0.09 |         0.04 |       0.0038 |       0.0007 |          0.0050 |
|      15 |        6300 |       00:02:44 |         0.09 |              |       0.0036 |              |          0.0050 |
|      15 |        6350 |       00:02:45 |         0.10 |              |       0.0049 |              |          0.0050 |
|      15 |        6360 |       00:02:45 |         0.08 |         0.04 |       0.0028 |       0.0007 |          0.0050 |
|      15 |        6400 |       00:02:46 |         0.10 |              |       0.0045 |              |          0.0050 |
|      16 |        6450 |       00:02:47 |         0.09 |              |       0.0042 |              |          0.0050 |
|      16 |        6466 |       00:02:48 |         0.07 |         0.03 |       0.0027 |       0.0005 |          0.0050 |
|      16 |        6500 |       00:02:49 |         0.07 |              |       0.0023 |              |          0.0050 |
|      16 |        6550 |       00:02:50 |         0.07 |              |       0.0024 |              |          0.0050 |
|      16 |        6572 |       00:02:50 |         0.08 |         0.02 |       0.0028 |       0.0003 |          0.0050 |
|      16 |        6600 |       00:02:51 |         0.07 |              |       0.0023 |              |          0.0050 |
|      16 |        6650 |       00:02:52 |         0.07 |              |       0.0024 |              |          0.0050 |
|      16 |        6678 |       00:02:53 |         0.08 |         0.05 |       0.0030 |       0.0011 |          0.0050 |
|      16 |        6700 |       00:02:54 |         0.08 |              |       0.0034 |              |          0.0050 |
|      16 |        6750 |       00:02:55 |         0.09 |              |       0.0041 |              |          0.0050 |
|      16 |        6784 |       00:02:56 |         0.09 |         0.03 |       0.0045 |       0.0005 |          0.0050 |
|      16 |        6800 |       00:02:56 |         0.08 |              |       0.0034 |              |          0.0050 |
|      17 |        6850 |       00:02:57 |         0.08 |              |       0.0034 |              |          0.0025 |
|      17 |        6890 |       00:02:58 |         0.08 |         0.04 |       0.0035 |       0.0007 |          0.0025 |
|      17 |        6900 |       00:02:59 |         0.08 |              |       0.0033 |              |          0.0025 |
|      17 |        6950 |       00:03:00 |         0.06 |              |       0.0021 |              |          0.0025 |
|      17 |        6996 |       00:03:01 |         0.07 |         0.03 |       0.0027 |       0.0004 |          0.0025 |
|      17 |        7000 |       00:03:01 |         0.07 |              |       0.0022 |              |          0.0025 |
|      17 |        7050 |       00:03:02 |         0.07 |              |       0.0021 |              |          0.0025 |
|      17 |        7100 |       00:03:04 |         0.08 |              |       0.0030 |              |          0.0025 |
|      17 |        7102 |       00:03:04 |         0.07 |         0.04 |       0.0024 |       0.0007 |          0.0025 |
|      17 |        7150 |       00:03:05 |         0.09 |              |       0.0044 |              |          0.0025 |
|      17 |        7200 |       00:03:06 |         0.08 |              |       0.0035 |              |          0.0025 |
|      17 |        7208 |       00:03:06 |         0.09 |         0.05 |       0.0038 |       0.0013 |          0.0025 |
|      17 |        7250 |       00:03:08 |         0.08 |              |       0.0035 |              |          0.0025 |
|      18 |        7300 |       00:03:09 |         0.07 |              |       0.0022 |              |          0.0025 |
|      18 |        7314 |       00:03:09 |         0.07 |         0.02 |       0.0027 |       0.0003 |          0.0025 |
|      18 |        7350 |       00:03:10 |         0.08 |              |       0.0028 |              |          0.0025 |
|      18 |        7400 |       00:03:11 |         0.07 |              |       0.0024 |              |          0.0025 |
|      18 |        7420 |       00:03:12 |         0.08 |         0.03 |       0.0034 |       0.0003 |          0.0025 |
|      18 |        7450 |       00:03:13 |         0.07 |              |       0.0027 |              |          0.0025 |
|      18 |        7500 |       00:03:14 |         0.08 |              |       0.0030 |              |          0.0025 |
|      18 |        7526 |       00:03:15 |         0.06 |         0.03 |       0.0019 |       0.0004 |          0.0025 |
|      18 |        7550 |       00:03:15 |         0.08 |              |       0.0035 |              |          0.0025 |
|      18 |        7600 |       00:03:16 |         0.07 |              |       0.0024 |              |          0.0025 |
|      18 |        7632 |       00:03:17 |         0.07 |         0.03 |       0.0026 |       0.0004 |          0.0025 |
|      18 |        7650 |       00:03:18 |         0.08 |              |       0.0032 |              |          0.0025 |
|      19 |        7700 |       00:03:19 |         0.09 |              |       0.0039 |              |          0.0025 |
|      19 |        7738 |       00:03:20 |         0.09 |         0.04 |       0.0037 |       0.0007 |          0.0025 |
|      19 |        7750 |       00:03:20 |         0.07 |              |       0.0028 |              |          0.0025 |
|      19 |        7800 |       00:03:21 |         0.07 |              |       0.0028 |              |          0.0025 |
|      19 |        7844 |       00:03:23 |         0.08 |         0.03 |       0.0030 |       0.0004 |          0.0025 |
|      19 |        7850 |       00:03:23 |         0.09 |              |       0.0038 |              |          0.0025 |
|      19 |        7900 |       00:03:24 |         0.06 |              |       0.0021 |              |          0.0025 |
|      19 |        7950 |       00:03:25 |         0.07 |         0.04 |       0.0028 |       0.0007 |          0.0025 |
|      19 |        8000 |       00:03:26 |         0.07 |              |       0.0024 |              |          0.0025 |
|      19 |        8050 |       00:03:28 |         0.08 |              |       0.0034 |              |          0.0025 |
|      19 |        8056 |       00:03:28 |         0.08 |         0.04 |       0.0030 |       0.0006 |          0.0025 |
|      19 |        8100 |       00:03:29 |         0.08 |              |       0.0031 |              |          0.0025 |
